gene1	gene2	Coexpression Network	Interactome Network
Pbr020781.1	Pbr035303.1	IV	II
Pbr020778.1	Pbr035305.1	IV	V
Pbr020776.3	Pbr035307.1	III	V
Pbr020774.1	Pbr035308.1	III	IV
Pbr016401.1	Pbr004274.2	III	V
Pbr016397.1	Pbr004273.1	IV	V
Pbr016396.1	Pbr004272.1	III	V
Pbr016392.2	Pbr004268.1	IV	V
Pbr035798.1	Pbr008881.1	IV	V
Pbr035797.1	Pbr008882.1	III	V
Pbr035794.1	Pbr008885.1	IV	V
Pbr028854.1	Pbr002771.1	III	V
Pbr028855.1	Pbr002772.1	IV	V
Pbr028856.1	Pbr002773.1	III	V
Pbr028858.1	Pbr002775.1	III	IV
Pbr028860.1	Pbr002777.1	I	V
Pbr028863.1	Pbr002780.1	IV	V
Pbr028871.1	Pbr002787.1	III	V
Pbr001429.1	Pbr003759.1	III	V
Pbr001431.1	Pbr003757.1	IV	V
Pbr001432.2	Pbr003756.3	III	V
Pbr001433.1	Pbr003755.1	II	V
Pbr040971.1	Pbr004650.1	III	IV
Pbr017137.1	Pbr005458.1	III	IV
Pbr017135.1	Pbr005456.1	IV	V
Pbr017132.1	Pbr005453.1	III	V
Pbr017662.1	Pbr005689.1	III	IV
Pbr017666.1	Pbr005693.1	III	V
Pbr017667.1	Pbr005694.1	III	V
Pbr017670.1	Pbr005697.1	IV	I
Pbr007734.1	Pbr010491.1	III	V
Pbr007732.1	Pbr010489.2	III	V
Pbr007731.1	Pbr010488.1	IV	II
Pbr007730.1	Pbr010487.1	III	V
Pbr001349.1	Pbr012698.1	IV	V
Pbr001352.2	Pbr012697.1	IV	V
Pbr001354.1	Pbr012693.1	II	V
Pbr001355.1	Pbr012692.1	I	V
Pbr001357.1	Pbr012690.1	II	V
Pbr001358.1	Pbr012689.1	IV	V
Pbr001359.1	Pbr012688.1	III	IV
Pbr001361.1	Pbr012686.1	IV	V
Pbr001364.1	Pbr012683.1	III	IV
Pbr001369.1	Pbr012673.1	III	IV
Pbr001372.1	Pbr012670.1	I	III
Pbr015377.1	Pbr015850.1	III	V
Pbr015374.2	Pbr015846.1	IV	V
Pbr015372.1	Pbr015843.1	III	IV
Pbr015371.1	Pbr015842.1	III	V
Pbr015367.1	Pbr015839.1	IV	V
Pbr014616.1	Pbr015975.1	IV	V
Pbr014614.1	Pbr015974.1	IV	V
Pbr014612.1	Pbr015971.1	III	I
Pbr014610.1	Pbr015970.1	III	IV
Pbr014602.1	Pbr015961.1	IV	V
Pbr014601.1	Pbr015960.1	III	V
Pbr014598.4	Pbr015955.1	III	IV
Pbr028243.1	Pbr015942.4	III	V
Pbr023412.1	Pbr017024.1	IV	V
Pbr032393.1	Pbr018505.1	IV	V
Pbr032394.1	Pbr018504.1	IV	V
Pbr032396.1	Pbr018502.1	IV	V
Pbr032402.1	Pbr018497.1	III	V
Pbr008285.1	Pbr023737.1	III	IV
Pbr008280.1	Pbr023745.1	III	V
Pbr008279.1	Pbr023746.1	III	V
Pbr008278.1	Pbr023747.1	IV	V
Pbr008277.1	Pbr023748.1	III	V
Pbr008276.1	Pbr023752.1	III	V
Pbr008275.1	Pbr023753.1	III	IV
Pbr023414.1	Pbr025370.1	III	V
Pbr038538.2	Pbr025387.1	IV	V
Pbr038541.1	Pbr025391.1	IV	V
Pbr038543.3	Pbr025393.1	IV	V
Pbr008283.1	Pbr029326.1	IV	V
Pbr008280.1	Pbr029327.1	III	IV
Pbr008279.1	Pbr029328.1	III	V
Pbr008278.1	Pbr029330.1	IV	III
Pbr008277.1	Pbr029331.1	III	V
Pbr008276.1	Pbr029336.1	III	V
Pbr008272.1	Pbr029344.1	IV	V
Pbr024916.1	Pbr030529.1	IV	V
Pbr024921.1	Pbr030534.2	III	IV
Pbr024922.1	Pbr030537.1	IV	V
Pbr024923.1	Pbr030538.1	IV	V
Pbr024924.1	Pbr030539.1	IV	V
Pbr038530.1	Pbr032109.1	IV	V
Pbr038532.1	Pbr032108.1	III	IV
Pbr017101.1	Pbr034122.1	III	IV
Pbr017096.1	Pbr034123.1	III	IV
Pbr017087.1	Pbr042873.1	III	IV
Pbr004413.1	Pbr034158.1	III	V
Pbr004418.1	Pbr034153.1	III	II
Pbr004421.1	Pbr034150.1	III	IV
Pbr042669.1	Pbr034145.1	IV	V
Pbr041574.1	Pbr035316.1	IV	V
Pbr023613.1	Pbr035320.1	IV	V
Pbr023616.1	Pbr035325.1	IV	V
Pbr008345.1	Pbr039814.1	IV	V
Pbr008341.1	Pbr039818.1	II	V
Pbr008340.1	Pbr039820.1	IV	V
Pbr008347.1	Pbr039829.1	IV	V
Pbr008346.1	Pbr039828.1	IV	V
Pbr008345.1	Pbr039827.1	III	V
Pbr008343.1	Pbr039824.1	IV	V
Pbr008340.1	Pbr039820.1	IV	V
Pbr035926.1	Pbr041920.2	IV	V
Pbr035925.1	Pbr041919.1	IV	III
Pbr035924.1	Pbr041918.1	IV	III
Pbr035921.1	Pbr041914.1	IV	V
Pbr039197.1	Pbr034841.2	IV	III
Pbr039213.1	Pbr034854.1	I	V
Pbr039215.1	Pbr034856.1	IV	V
Pbr039216.3	Pbr034857.2	IV	V
Pbr030093.1	Pbr030050.1	III	V
Pbr030091.1	Pbr030052.1	IV	V
Pbr030090.1	Pbr030053.1	IV	V
Pbr030088.1	Pbr030057.1	III	V
Pbr030085.1	Pbr030058.1	III	V
Pbr030078.1	Pbr030065.1	I	V
Pbr030076.1	Pbr030068.1	IV	V
Pbr030073.1	Pbr030070.1	II	V
Pbr042259.1	Pbr012004.1	III	IV
Pbr042268.1	Pbr012011.1	IV	V
Pbr030774.1	Pbr028715.1	I	V
Pbr030775.1	Pbr028714.1	I	IV
Pbr030776.1	Pbr028713.1	I	V
Pbr030779.1	Pbr028711.1	III	V
Pbr028686.1	Pbr028687.1	IV	V
Pbr020683.1	Pbr020702.1	IV	V
Pbr020684.1	Pbr020701.1	III	V
Pbr020690.1	Pbr020698.2	II	V
Pbr020692.1	Pbr020696.1	III	V
Pbr030046.1	Pbr007155.1	IV	V
Pbr030043.1	Pbr007158.2	IV	V
Pbr030021.1	Pbr007167.1	III	V
Pbr030017.2	Pbr007168.1	IV	V
Pbr029990.1	Pbr007180.1	III	IV
Pbr029987.1	Pbr007182.1	IV	V
Pbr029973.1	Pbr007200.1	III	IV
Pbr029972.1	Pbr007203.1	IV	V
Pbr029966.1	Pbr007209.1	IV	V
Pbr029952.1	Pbr007235.1	IV	V
Pbr029911.1	Pbr007281.2	III	IV
Pbr028713.1	Pbr038852.1	II	III
Pbr028751.1	Pbr038885.1	IV	V
Pbr028763.3	Pbr038891.1	IV	V
Pbr028765.1	Pbr038893.1	III	V
Pbr028780.2	Pbr038897.1	IV	V
Pbr028789.1	Pbr038910.1	IV	V
Pbr028802.1	Pbr038912.1	IV	V
Pbr028813.1	Pbr038923.1	III	IV
Pbr028842.1	Pbr038939.1	IV	V
Pbr018612.1	Pbr010161.1	III	V
Pbr018637.1	Pbr010144.1	III	V
Pbr018641.1	Pbr010138.1	IV	V
Pbr034802.1	Pbr005803.1	III	II
Pbr034816.1	Pbr005813.1	IV	I
Pbr034830.1	Pbr005824.1	III	V
Pbr034831.1	Pbr005825.1	IV	III
Pbr003640.1	Pbr004698.1	IV	V
Pbr003638.1	Pbr004696.2	III	V
Pbr003630.1	Pbr004686.1	IV	V
Pbr003629.1	Pbr004685.1	IV	V
Pbr034781.1	Pbr027685.1	III	IV
Pbr034782.1	Pbr027684.3	IV	V
Pbr034783.1	Pbr027683.1	II	V
Pbr034787.1	Pbr027678.1	III	V
Pbr003579.1	Pbr017366.1	III	V
Pbr014756.1	Pbr017343.1	III	V
Pbr014772.1	Pbr011168.1	I	IV
Pbr014773.1	Pbr011169.1	III	V
Pbr014778.1	Pbr011175.1	III	V
Pbr014779.1	Pbr011176.1	IV	V
Pbr014784.1	Pbr011180.1	IV	V
Pbr014785.1	Pbr011181.1	III	V
Pbr014790.1	Pbr011185.2	III	V
Pbr014792.1	Pbr011188.1	III	IV
Pbr014793.1	Pbr011189.1	IV	V
Pbr014798.1	Pbr011192.1	I	IV
Pbr014804.1	Pbr011197.1	III	V
Pbr014806.1	Pbr011199.1	III	V
Pbr014807.1	Pbr011201.1	IV	V
Pbr014813.1	Pbr011203.1	III	IV
Pbr014818.2	Pbr011212.1	IV	V
Pbr014819.1	Pbr011213.1	IV	I
Pbr014820.1	Pbr011214.1	IV	V
Pbr014824.1	Pbr011217.1	IV	V
Pbr014830.1	Pbr011222.1	III	V
Pbr014839.1	Pbr011231.1	IV	V
Pbr003603.2	Pbr029085.1	IV	V
Pbr003601.1	Pbr029094.1	IV	V
Pbr003600.1	Pbr029096.1	IV	V
Pbr003599.1	Pbr029097.1	IV	V
Pbr003598.2	Pbr029098.2	III	IV
Pbr003595.1	Pbr029101.2	I	V
Pbr003594.1	Pbr029102.1	III	V
Pbr003593.1	Pbr029103.1	III	V
Pbr003591.1	Pbr029105.1	III	V
Pbr003588.1	Pbr029106.1	III	V
Pbr003586.1	Pbr029108.1	IV	V
Pbr003585.1	Pbr029109.1	III	V
Pbr003584.1	Pbr029110.1	III	V
Pbr003583.1	Pbr029111.1	IV	V
Pbr014736.1	Pbr031068.1	III	V
Pbr014741.1	Pbr031072.1	III	V
Pbr014742.1	Pbr031073.1	III	V
Pbr014756.1	Pbr031078.1	IV	V
Pbr014757.2	Pbr031079.1	III	IV
Pbr014758.2	Pbr031080.1	III	V
Pbr014760.1	Pbr031082.1	III	IV
Pbr014761.1	Pbr031083.1	III	IV
Pbr014762.1	Pbr031084.2	III	IV
Pbr014763.1	Pbr031086.1	IV	V
Pbr014772.1	Pbr031089.1	III	V
Pbr014773.1	Pbr031090.1	IV	I
Pbr014778.1	Pbr031096.1	III	V
Pbr014779.1	Pbr031097.1	IV	V
Pbr025797.2	Pbr011867.1	III	V
Pbr025805.1	Pbr011863.1	IV	I
Pbr025809.1	Pbr011859.1	IV	V
Pbr025816.1	Pbr011854.1	III	V
Pbr025817.1	Pbr011853.1	IV	V
Pbr025819.1	Pbr011852.1	III	V
Pbr025822.1	Pbr011849.1	III	V
Pbr025823.1	Pbr011848.1	III	V
Pbr020673.1	Pbr033170.1	IV	V
Pbr020676.1	Pbr033169.1	IV	V
Pbr020683.1	Pbr033165.1	IV	V
Pbr020684.1	Pbr033160.1	IV	I
Pbr020686.1	Pbr033158.1	IV	V
Pbr020690.1	Pbr033157.1	I	V
Pbr020692.1	Pbr033155.1	II	IV
Pbr036783.1	Pbr018839.1	IV	V
Pbr036786.1	Pbr018844.1	III	V
Pbr036788.1	Pbr018847.1	III	V
Pbr036795.1	Pbr018850.1	III	V
Pbr036796.1	Pbr018851.1	IV	V
Pbr036797.1	Pbr018854.1	IV	V
Pbr012017.1	Pbr040334.1	III	V
Pbr012016.1	Pbr040335.1	III	V
Pbr012013.1	Pbr040337.1	IV	V
Pbr012004.1	Pbr040355.1	IV	V
Pbr029923.1	Pbr018859.1	IV	V
Pbr014699.2	Pbr018864.1	III	V
Pbr014702.1	Pbr018868.1	III	IV
Pbr014704.2	Pbr018870.1	III	V
Pbr030784.1	Pbr012060.1	III	V
Pbr030787.1	Pbr012063.1	III	V
Pbr030788.1	Pbr012064.1	IV	V
Pbr030798.1	Pbr012101.1	IV	V
Pbr025786.1	Pbr014685.1	IV	V
Pbr025787.1	Pbr014687.1	IV	V
Pbr025788.1	Pbr014689.1	IV	III
Pbr025792.1	Pbr014691.1	III	V
Pbr025796.1	Pbr014693.1	IV	V
Pbr025797.2	Pbr014694.1	IV	V
Pbr010771.1	Pbr012151.3	I	IV
Pbr010772.1	Pbr012152.1	III	V
Pbr018565.1	Pbr037774.1	IV	V
Pbr018567.1	Pbr037773.1	III	IV
Pbr018568.1	Pbr037772.1	IV	V
Pbr018540.1	Pbr037754.1	IV	V
Pbr018550.1	Pbr037759.1	IV	V
Pbr018551.1	Pbr037760.1	III	V
Pbr018556.1	Pbr037766.1	III	IV
Pbr018557.1	Pbr037767.1	IV	V
Pbr018558.1	Pbr037768.2	III	V
Pbr018559.1	Pbr037769.1	III	V
Pbr018565.1	Pbr037774.1	IV	V
Pbr018572.1	Pbr037780.1	IV	III
Pbr018574.1	Pbr037781.1	III	IV
Pbr018576.1	Pbr037784.1	III	V
Pbr018580.1	Pbr037789.1	IV	V
Pbr018585.1	Pbr037796.1	IV	V
Pbr018586.1	Pbr037797.1	IV	V
Pbr018588.3	Pbr037799.1	III	V
Pbr018592.1	Pbr037802.1	IV	V
Pbr018593.2	Pbr037804.1	III	IV
Pbr018602.1	Pbr037809.1	IV	V
Pbr018604.1	Pbr037810.1	IV	V
Pbr018607.1	Pbr037813.1	III	V
Pbr018608.1	Pbr037814.1	III	V
Pbr018609.1	Pbr037815.1	IV	V
Pbr018610.1	Pbr037816.1	III	V
Pbr018612.1	Pbr037819.1	III	V
Pbr018613.1	Pbr037820.1	IV	V
Pbr018614.1	Pbr037821.1	IV	V
Pbr018618.1	Pbr037826.1	IV	V
Pbr018621.1	Pbr037827.1	IV	V
Pbr018629.1	Pbr037834.1	IV	V
Pbr018630.1	Pbr037835.1	III	V
Pbr018632.1	Pbr037836.2	IV	V
Pbr018633.1	Pbr037837.1	IV	V
Pbr018634.1	Pbr037838.1	IV	V
Pbr018638.1	Pbr037843.1	III	I
Pbr018639.1	Pbr037844.1	III	II
Pbr018640.1	Pbr037845.1	II	V
Pbr018641.1	Pbr037847.1	IV	V
Pbr018642.1	Pbr037848.1	III	V
Pbr014970.1	Pbr003825.1	IV	III
Pbr014972.1	Pbr003823.2	III	V
Pbr014974.1	Pbr003820.1	IV	V
Pbr014977.1	Pbr003817.1	IV	V
Pbr018334.1	Pbr037848.1	IV	V
Pbr018337.1	Pbr037850.1	IV	III
Pbr018338.1	Pbr037851.1	I	V
Pbr018339.1	Pbr037852.1	IV	V
Pbr018343.1	Pbr037858.2	III	IV
Pbr018351.1	Pbr037864.1	IV	V
Pbr018352.1	Pbr037865.1	III	IV
Pbr018358.1	Pbr037869.1	III	V
Pbr035648.1	Pbr015159.1	III	V
Pbr035647.1	Pbr015157.1	III	V
Pbr035646.1	Pbr015156.1	IV	V
Pbr035645.1	Pbr015155.1	IV	V
Pbr035644.2	Pbr015154.1	III	IV
Pbr035643.1	Pbr015153.1	II	IV
Pbr035642.1	Pbr015151.1	IV	V
Pbr035639.1	Pbr015146.1	III	IV
Pbr036783.1	Pbr014677.1	IV	V
Pbr036786.1	Pbr014671.1	IV	V
Pbr036789.1	Pbr014669.1	III	V
Pbr036795.1	Pbr014667.1	II	V
Pbr036796.1	Pbr014666.1	IV	V
Pbr036797.1	Pbr014664.1	III	V
Pbr033458.1	Pbr033090.1	III	V
Pbr033459.1	Pbr033091.1	IV	II
Pbr033460.1	Pbr033092.1	III	IV
Pbr033461.1	Pbr033093.1	IV	V
Pbr018325.1	Pbr011785.1	IV	V
Pbr018327.1	Pbr011781.1	III	V
Pbr018328.1	Pbr011779.1	I	V
Pbr018330.1	Pbr011777.1	III	V
Pbr018332.1	Pbr011776.1	IV	V
Pbr020699.1	Pbr033158.1	III	V
Pbr020701.1	Pbr033160.1	IV	V
Pbr012007.1	Pbr040345.1	III	V
Pbr011993.1	Pbr040340.1	III	IV
Pbr015020.1	Pbr026763.1	III	V
Pbr015021.1	Pbr026764.1	III	IV
Pbr015023.1	Pbr026766.1	III	IV
Pbr015027.1	Pbr026769.1	III	V
Pbr015030.1	Pbr026770.1	II	V
Pbr015032.1	Pbr026772.1	I	V
Pbr015033.1	Pbr026773.2	II	V
Pbr015034.1	Pbr042817.1	II	V
Pbr015036.1	Pbr026775.1	III	IV
Pbr015038.1	Pbr026777.1	III	V
Pbr029932.1	Pbr038410.1	IV	V
Pbr029927.2	Pbr038414.1	III	IV
Pbr029922.1	Pbr038420.1	IV	V
Pbr029920.1	Pbr038421.1	IV	I
Pbr029915.1	Pbr038429.1	I	V
Pbr029972.1	Pbr038324.1	IV	V
Pbr029963.1	Pbr038332.2	II	V
Pbr029942.1	Pbr042897.1	III	IV
Pbr039112.1	Pbr041849.1	III	IV
Pbr039113.1	Pbr041850.1	IV	V
Pbr039123.1	Pbr041856.1	IV	V
Pbr039133.1	Pbr041863.1	III	V
Pbr028771.1	Pbr037100.1	IV	V
Pbr028778.1	Pbr037102.1	IV	III
Pbr028783.1	Pbr037103.2	IV	V
Pbr030038.1	Pbr016568.1	IV	V
Pbr030028.1	Pbr016580.2	III	IV
Pbr030025.1	Pbr016581.1	IV	V
Pbr030021.1	Pbr016586.1	III	V
Pbr030014.1	Pbr016590.1	III	V
Pbr029990.1	Pbr016599.2	IV	V
Pbr026942.1	Pbr021862.1	III	V
Pbr026944.1	Pbr021863.2	IV	V
Pbr026952.1	Pbr021869.1	III	V
Pbr014986.1	Pbr008628.1	III	IV
Pbr014996.1	Pbr008632.1	IV	V
Pbr015019.1	Pbr008639.1	III	IV
Pbr028802.1	Pbr039656.1	IV	V
Pbr028809.1	Pbr039645.1	III	V
Pbr028810.1	Pbr039643.1	IV	V
Pbr028824.1	Pbr029763.1	III	V
Pbr034805.1	Pbr023279.1	IV	V
Pbr034822.1	Pbr023312.1	I	III
Pbr034823.1	Pbr023313.1	III	V
Pbr034824.1	Pbr023314.1	IV	V
Pbr034825.1	Pbr023315.1	III	V
Pbr034826.1	Pbr023316.1	III	V
Pbr034827.1	Pbr023319.1	III	V
Pbr034829.3	Pbr042782.1	III	V
Pbr034831.1	Pbr023328.2	III	IV
Pbr034832.1	Pbr023331.1	III	IV
Pbr034834.1	Pbr023333.1	IV	V
Pbr034836.1	Pbr023337.1	III	IV
Pbr034837.2	Pbr023338.1	III	V
Pbr034838.2	Pbr023339.1	III	V
Pbr034839.1	Pbr023342.1	IV	V
Pbr034781.1	Pbr038120.1	IV	V
Pbr034782.1	Pbr038121.1	III	II
Pbr034783.1	Pbr038122.1	IV	V
Pbr034785.1	Pbr038123.1	IV	V
Pbr034787.1	Pbr038125.2	IV	V
Pbr034789.1	Pbr038126.1	IV	V
Pbr034797.1	Pbr038133.1	IV	V
Pbr034799.1	Pbr038134.1	IV	V
Pbr028845.1	Pbr004974.1	III	V
Pbr028848.1	Pbr004975.1	III	V
Pbr028850.1	Pbr004977.2	IV	V
Pbr028851.1	Pbr004978.1	IV	V
Pbr034809.1	Pbr023306.1	IV	V
Pbr034811.1	Pbr023304.1	III	V
Pbr034817.1	Pbr023296.1	IV	V
Pbr028713.1	Pbr013424.1	IV	V
Pbr028719.1	Pbr013418.1	III	IV
Pbr028726.1	Pbr013412.1	IV	V
Pbr028729.1	Pbr013410.1	IV	V
Pbr028733.1	Pbr013405.1	IV	V
Pbr028734.1	Pbr013404.1	IV	V
Pbr028738.1	Pbr013399.1	III	IV
Pbr028739.1	Pbr013398.1	IV	V
Pbr028740.1	Pbr013397.1	IV	V
Pbr028741.1	Pbr013396.1	IV	V
Pbr028744.1	Pbr013394.1	II	IV
Pbr028746.1	Pbr013393.1	II	IV
Pbr028748.1	Pbr013389.1	III	V
Pbr028751.1	Pbr013386.1	III	IV
Pbr028752.1	Pbr013385.1	III	V
Pbr028753.2	Pbr013382.1	IV	V
Pbr028767.1	Pbr013368.1	III	V
Pbr028769.1	Pbr013367.1	III	IV
Pbr028771.1	Pbr013366.1	III	IV
Pbr028772.1	Pbr013365.1	IV	V
Pbr028773.1	Pbr013364.1	III	IV
Pbr028781.1	Pbr013354.1	III	IV
Pbr028782.1	Pbr013353.1	III	V
Pbr028783.1	Pbr013352.1	II	IV
Pbr028791.1	Pbr013338.1	IV	V
Pbr028795.1	Pbr013329.1	III	V
Pbr028805.1	Pbr013322.1	I	V
Pbr028808.1	Pbr013319.1	III	V
Pbr028810.1	Pbr013317.1	III	V
Pbr028811.1	Pbr013316.1	III	II
Pbr028812.1	Pbr013315.1	III	IV
Pbr028813.1	Pbr013314.2	II	IV
Pbr028817.1	Pbr013310.1	IV	V
Pbr028819.1	Pbr013308.1	III	V
Pbr028824.1	Pbr013303.1	IV	V
Pbr028829.1	Pbr013298.1	I	III
Pbr028831.1	Pbr013295.1	IV	V
Pbr028832.1	Pbr013294.1	III	IV
Pbr028833.1	Pbr013292.1	I	IV
Pbr028838.1	Pbr013287.1	IV	V
Pbr028839.1	Pbr013286.1	IV	V
Pbr027464.1	Pbr013274.1	IV	V
Pbr027465.1	Pbr013271.2	IV	V
Pbr027469.2	Pbr013266.1	III	V
Pbr027478.1	Pbr013255.1	III	V
Pbr027480.1	Pbr013252.2	III	V
Pbr027483.1	Pbr013250.1	III	IV
Pbr027486.1	Pbr013247.1	III	V
Pbr027487.1	Pbr013246.1	III	V
Pbr027489.1	Pbr013243.1	IV	V
Pbr027503.1	Pbr013235.1	IV	V
Pbr030072.1	Pbr013228.1	III	V
Pbr030068.1	Pbr013225.1	IV	V
Pbr030065.1	Pbr013224.1	IV	V
Pbr030064.1	Pbr013223.1	IV	V
Pbr030061.1	Pbr013220.1	IV	V
Pbr030045.1	Pbr013214.1	III	IV
Pbr030044.1	Pbr013213.1	IV	V
Pbr030043.1	Pbr013212.1	III	V
Pbr030036.1	Pbr013207.1	III	V
Pbr030031.1	Pbr013200.1	IV	V
Pbr030028.1	Pbr013197.1	III	IV
Pbr030022.1	Pbr013189.1	I	V
Pbr030021.1	Pbr013188.1	IV	III
Pbr030020.1	Pbr013186.1	IV	V
Pbr025784.1	Pbr012926.1	IV	V
Pbr025808.1	Pbr012939.1	IV	V
Pbr025816.1	Pbr012942.1	III	V
Pbr025823.1	Pbr012944.1	III	V
Pbr025827.1	Pbr012945.1	III	I
Pbr014804.1	Pbr022782.1	IV	V
Pbr014806.1	Pbr022783.2	IV	V
Pbr014818.2	Pbr022787.3	III	V
Pbr014824.1	Pbr022789.1	IV	III
Pbr014825.1	Pbr022793.1	IV	V
Pbr014832.1	Pbr022799.2	III	IV
Pbr014836.1	Pbr022803.1	III	V
Pbr030774.1	Pbr013431.1	IV	V
Pbr030776.1	Pbr013430.1	IV	V
Pbr030779.1	Pbr013428.1	III	V
Pbr011972.1	Pbr022677.1	IV	V
Pbr011964.1	Pbr022684.1	III	IV
Pbr011957.1	Pbr022700.1	IV	V
Pbr026959.2	Pbr033987.1	IV	V
Pbr026964.1	Pbr033982.2	IV	V
Pbr026968.1	Pbr033979.1	III	V
Pbr030079.1	Pbr013223.1	III	V
Pbr030078.1	Pbr013224.1	IV	III
Pbr030076.1	Pbr013225.1	III	IV
Pbr030073.1	Pbr013227.1	IV	V
Pbr030072.1	Pbr013228.1	III	V
Pbr030774.1	Pbr013423.1	IV	V
Pbr030779.1	Pbr013428.1	III	V
Pbr012020.2	Pbr028950.1	IV	V
Pbr012016.1	Pbr028949.1	III	I
Pbr011989.1	Pbr028937.1	IV	V
Pbr011978.1	Pbr028927.1	IV	V
Pbr020670.2	Pbr006653.1	III	V
Pbr018555.1	Pbr006705.1	III	V
Pbr018563.2	Pbr006699.1	IV	I
Pbr018583.1	Pbr006695.1	III	V
Pbr020685.1	Pbr026680.1	IV	V
Pbr020693.1	Pbr026675.1	III	IV
Pbr028751.1	Pbr020348.1	IV	V
Pbr028778.1	Pbr020333.1	III	V
Pbr028782.1	Pbr020330.1	IV	V
Pbr028802.1	Pbr020307.1	III	V
Pbr028813.1	Pbr020294.1	III	IV
Pbr028842.1	Pbr020276.1	III	V
Pbr027485.1	Pbr020248.1	III	IV
Pbr027486.1	Pbr020247.1	IV	V
Pbr030065.1	Pbr020230.1	IV	V
Pbr030046.1	Pbr020218.3	IV	V
Pbr030043.1	Pbr020215.1	III	V
Pbr030017.2	Pbr020204.1	III	V
Pbr029990.1	Pbr020189.1	IV	III
Pbr029987.1	Pbr020183.1	III	V
Pbr029973.1	Pbr020169.1	IV	V
Pbr029972.1	Pbr020166.1	IV	V
Pbr010810.1	Pbr014124.1	III	V
Pbr010812.1	Pbr014119.1	III	IV
Pbr010813.1	Pbr024639.1	IV	V
Pbr010831.1	Pbr024658.1	III	IV
Pbr010833.1	Pbr024667.1	II	V
Pbr010834.1	Pbr036685.1	I	IV
Pbr039074.1	Pbr011423.3	III	I
Pbr039077.1	Pbr011427.1	IV	V
Pbr039092.1	Pbr011438.4	III	IV
Pbr039095.1	Pbr011443.1	IV	V
Pbr039099.1	Pbr011451.1	III	IV
Pbr039106.1	Pbr011457.1	III	V
Pbr039110.1	Pbr011462.1	III	IV
Pbr039133.1	Pbr011478.1	III	IV
Pbr039136.1	Pbr011483.1	IV	II
Pbr039143.1	Pbr011488.1	III	V
Pbr039173.1	Pbr011529.1	III	V
Pbr029924.1	Pbr030126.1	IV	III
Pbr034905.1	Pbr010962.1	IV	V
Pbr034908.1	Pbr010960.1	III	V
Pbr034910.1	Pbr010958.1	IV	V
Pbr034913.1	Pbr010954.1	III	IV
Pbr028845.1	Pbr023780.2	III	IV
Pbr028847.1	Pbr023779.1	II	V
Pbr028849.1	Pbr023777.1	II	IV
Pbr026931.1	Pbr009731.1	III	V
Pbr026932.2	Pbr009730.1	II	V
Pbr026934.1	Pbr009729.1	III	V
Pbr026936.1	Pbr009727.1	III	V
Pbr026937.1	Pbr009726.1	IV	V
Pbr028725.1	Pbr014381.1	IV	V
Pbr028729.1	Pbr014388.1	IV	V
Pbr028733.1	Pbr014392.1	IV	V
Pbr028741.1	Pbr014395.3	IV	V
Pbr028746.1	Pbr014409.1	IV	V
Pbr014979.1	Pbr001697.1	IV	V
Pbr014994.1	Pbr001709.1	III	V
Pbr014996.1	Pbr001710.1	IV	V
Pbr015015.1	Pbr001723.1	III	IV
Pbr015019.1	Pbr001724.1	IV	V
Pbr028771.1	Pbr032568.1	IV	V
Pbr028778.1	Pbr032570.1	IV	V
Pbr028789.1	Pbr032583.1	IV	V
Pbr029973.1	Pbr006485.1	IV	V
Pbr029963.1	Pbr006494.1	IV	V
Pbr030033.1	Pbr022213.1	III	V
Pbr030028.1	Pbr022208.1	I	IV
Pbr030025.1	Pbr022207.1	IV	V
Pbr030021.1	Pbr022202.1	III	IV
Pbr030017.2	Pbr022200.3	IV	V
Pbr030014.1	Pbr022199.1	III	V
Pbr029990.1	Pbr022185.3	IV	V
Pbr039137.1	Pbr026284.1	IV	III
Pbr039150.2	Pbr026280.1	III	V
Pbr039163.1	Pbr026262.1	IV	V
Pbr039168.1	Pbr026259.1	III	IV
Pbr039174.2	Pbr026256.1	III	IV
Pbr039190.2	Pbr026238.1	III	IV
Pbr039193.1	Pbr026235.1	IV	III
Pbr039077.1	Pbr019278.1	II	V
Pbr039087.1	Pbr019268.1	III	V
Pbr039092.1	Pbr019266.1	IV	V
Pbr039094.1	Pbr019264.1	III	II
Pbr039095.1	Pbr019260.1	IV	I
Pbr029973.1	Pbr006450.1	IV	V
Pbr029972.1	Pbr006449.1	IV	V
Pbr029971.1	Pbr006448.1	III	V
Pbr029963.1	Pbr006441.1	IV	V
Pbr035633.1	Pbr041547.2	III	V
Pbr026943.1	Pbr041552.1	III	V
Pbr026944.1	Pbr041555.1	III	IV
Pbr026945.1	Pbr041557.1	III	IV
Pbr026949.2	Pbr041562.1	III	IV
Pbr011992.1	Pbr001136.1	III	IV
Pbr011991.1	Pbr001137.1	III	V
Pbr011979.1	Pbr003459.1	III	V
Pbr011978.1	Pbr003458.1	IV	V
Pbr011977.1	Pbr003457.1	III	V
Pbr011976.1	Pbr003456.1	III	V
Pbr011974.1	Pbr003454.1	I	V
Pbr011969.1	Pbr003449.1	III	V
Pbr014708.1	Pbr003569.1	III	V
Pbr014709.1	Pbr003570.1	IV	I
Pbr014710.1	Pbr003571.1	IV	V
Pbr026950.1	Pbr003663.1	IV	V
Pbr026951.2	Pbr003664.1	III	V
Pbr026954.1	Pbr003667.1	III	V
Pbr026956.1	Pbr003669.1	IV	III
